Order_ID,Order_Date,Customer_Location,Customer_ID,Age,Occupation,Gender,Category_Name,Category_ID,Product_ID,Product_Name,Quantity_Sold,Material,Unit_Price ($),Total_Revenue ($),Eco_Certification,Manufacturing_Emission (kg CO2),Water_Usage (liters),Percentage_Recycled_Material (%),Carbon_Offset_Investment ($),Return_Status,Return_Reason,Customer_Feedback
ORD-010316,2024-12-10,"Norway, Bergen",CUST-10316,32,Primary school teacher,Male,Pants,CAT-02,PA-4213,Pants Classic,3,Linen,85,255,Fair Trade,12.77,1411,72,0.64,Not Returned,,Excellent
ORD-010317,2024-06-08,"Sweden, Stockholm",CUST-10317,43,Higher education lecturer,Female,Jacket,CAT-04,JA-5190,Jacket Classic,1,Bamboo,230,230,OEKO-TEX,13.08,2323,51,0.65,Not Returned,,Good
ORD-010318,2024-02-06,"USA, Berkeley",CUST-10318,51,"Engineer, civil (consulting)",Female,Shirt,CAT-01,SHI-7015,Shirt Style,1,Recycled Polyester,45,45,OEKO-TEX,8.46,711,85,0.42,Not Returned,,Good
ORD-010319,2024-10-21,"USA, Boulder",CUST-10319,34,Clinical research associate,Male,Dress,CAT-03,DR-2845,Dress Classic,3,Linen,140,420,GOTS,4.95,2193,42,0.25,Not Returned,,Excellent
ORD-010320,2023-10-20,"New Zealand, Wellington",CUST-10320,52,"Secretary, company",Female,Shirt,CAT-01,SHI-7547,Shirt Classic,2,Recycled Polyester,45,90,GOTS,6.19,1505,26,0.31,Not Returned,,Average
ORD-010321,2023-11-08,"Canada, Vancouver",CUST-10321,38,Editorial assistant,Female,Shirt,CAT-01,SHI-7441,Shirt Style,2,Recycled Polyester,45,90,None,14.91,1712,33,0.75,Not Returned,,Good
ORD-010322,2023-06-16,"USA, Santa Cruz",CUST-10322,38,Ranger/warden,Female,Jacket,CAT-04,JA-4536,Jacket Green,4,Hemp,235,940,Fair Trade,11.88,2316,30,0.59,Not Returned,,Excellent
ORD-010323,2025-03-11,"Canada, Victoria",CUST-10323,22,"Accountant, chartered certified",Male,Pants,CAT-02,PA-2111,Pants Style,5,Organic Cotton,80,400,B Corp,13.96,1158,82,0.7,Not Returned,,Good
ORD-010324,2024-04-07,"Netherlands, Amsterdam",CUST-10324,20,"Scientist, product/process development",Male,Bag,CAT-06,BA-7856,Bag Classic,3,Linen,115,345,GOTS,9.08,961,38,0.45,Not Returned,,Average
ORD-010325,2024-03-03,"USA, Portland",CUST-10325,28,Naval architect,Male,Shirt,CAT-01,SHI-3109,Shirt Green,3,Linen,55,165,OEKO-TEX,6.5,1083,35,0.33,Returned,Not as Expected,Average
ORD-010326,2024-03-12,"Sweden, Stockholm",CUST-10326,52,Medical secretary,Male,Bag,CAT-06,BA-8733,Bag Green,2,Hemp,120,240,Fair Trade,2.84,679,54,0.14,Not Returned,,Good
ORD-010327,2024-03-22,"USA, Portland",CUST-10327,45,Health promotion specialist,Male,Jacket,CAT-04,JA-2406,Jacket Classic,2,Hemp,260,520,Fair Trade,2.22,2218,18,0.11,Not Returned,,Average
ORD-010328,2024-03-24,"Norway, Oslo",CUST-10328,50,Tourism officer,Male,Shoes,CAT-05,SHO-1602,Shoes Classic,5,Hemp,175,875,OEKO-TEX,2.0,820,85,0.1,Not Returned,,Excellent
ORD-010329,2023-04-25,"USA, Berkeley",CUST-10329,51,Energy engineer,Male,Shoes,CAT-05,SHO-9679,Shoes Style,3,Recycled Polyester,145,435,OEKO-TEX,6.8,607,10,0.34,Not Returned,,Average
ORD-010330,2023-08-12,"Sweden, Stockholm",CUST-10330,28,"Merchandiser, retail",Female,Jacket,CAT-04,JA-2032,Jacket Style,2,Organic Cotton,200,400,Fair Trade,6.77,1291,34,0.34,Not Returned,,Good
ORD-010331,2024-05-19,"USA, Berkeley",CUST-10331,50,"Engineer, maintenance (IT)",Male,Bag,CAT-06,BA-6968,Bag Green,1,Organic Cotton,100,100,Fair Trade,3.18,2489,61,0.16,Not Returned,,Excellent
ORD-010332,2025-02-03,"Australia, Melbourne",CUST-10332,25,Data processing manager,Male,Shirt,CAT-01,SHI-6723,Shirt Eco,3,Organic Cotton,55,165,OEKO-TEX,8.38,2722,43,0.42,Not Returned,,Excellent
ORD-010333,2024-07-26,"USA, San Francisco",CUST-10333,42,"Engineer, technical sales",Male,Jacket,CAT-04,JA-7937,Jacket Eco,3,Hemp,230,690,B Corp,14.89,846,51,0.74,Returned,Not as Expected,Excellent
ORD-010334,2023-11-21,"Norway, Bergen",CUST-10334,53,Training and development officer,Female,Pants,CAT-02,PA-7398,Pants Classic,4,Hemp,105,420,Fair Trade,9.84,1632,41,0.49,Not Returned,,Excellent
ORD-010335,2023-11-25,"USA, San Francisco",CUST-10335,53,Manufacturing engineer,Female,Jacket,CAT-04,JA-7768,Jacket Green,4,Organic Cotton,225,900,GOTS,12.73,2335,43,0.64,Not Returned,,Average
ORD-010336,2025-02-20,"USA, Berkeley",CUST-10336,36,Warehouse manager,Female,Pants,CAT-02,PA-6617,Pants Style,4,Bamboo,90,360,B Corp,8.32,744,76,0.42,Not Returned,,Average
ORD-010337,2023-11-20,"Norway, Oslo",CUST-10337,49,Social researcher,Male,Shoes,CAT-05,SHO-8162,Shoes Green,2,Recycled Polyester,155,310,Fair Trade,3.01,1696,36,0.15,Not Returned,,Average
ORD-010338,2023-06-06,"Canada, Victoria",CUST-10338,50,"Engineer, maintenance",Male,Pants,CAT-02,PA-5144,Pants Classic,2,Bamboo,90,180,GOTS,14.36,1070,13,0.72,Not Returned,,Good
ORD-010339,2025-02-16,"Germany, Berlin",CUST-10339,38,Animator,Male,Shirt,CAT-01,SHI-2980,Shirt Eco,5,Bamboo,55,275,B Corp,13.25,2417,74,0.66,Not Returned,,Good
ORD-010340,2024-02-09,"Australia, Melbourne",CUST-10340,48,"Development worker, international aid",Female,Bag,CAT-06,BA-5579,Bag Green,3,Linen,110,330,GOTS,12.66,2411,52,0.63,Returned,Defective,Excellent
ORD-010341,2024-06-01,"Canada, Victoria",CUST-10341,41,Community arts worker,Male,Dress,CAT-03,DR-5670,Dress Style,2,Hemp,130,260,Fair Trade,7.07,2382,14,0.35,Not Returned,,Excellent
ORD-010342,2024-11-12,"Canada, Vancouver",CUST-10342,43,Commissioning editor,Male,Shirt,CAT-01,SHI-9121,Shirt Classic,3,Bamboo,50,150,GOTS,11.2,1326,53,0.56,Not Returned,,Excellent
ORD-010343,2023-06-13,"USA, Santa Cruz",CUST-10343,26,General practice doctor,Female,Bag,CAT-06,BA-7430,Bag Green,2,Linen,115,230,None,13.32,1610,20,0.67,Not Returned,,Average
ORD-010344,2024-09-18,"Netherlands, Amsterdam",CUST-10344,52,Health and safety inspector,Female,Jacket,CAT-04,JA-3949,Jacket Style,1,Bamboo,200,200,GOTS,4.51,558,60,0.23,Not Returned,,Excellent
ORD-010345,2025-02-28,"Sweden, Stockholm",CUST-10345,28,"Merchandiser, retail",Male,Pants,CAT-02,PA-6072,Pants Style,2,Bamboo,80,160,OEKO-TEX,7.04,901,66,0.35,Not Returned,,Good
ORD-010346,2023-09-11,"Norway, Oslo",CUST-10346,44,"Scientist, audiological",Other,Bag,CAT-06,BA-5195,Bag Style,3,Bamboo,100,300,None,12.64,1877,44,0.63,Not Returned,,Good
ORD-010347,2023-08-10,"Australia, Melbourne",CUST-10347,24,Merchant navy officer,Male,Shirt,CAT-01,SHI-6261,Shirt Classic,5,Organic Cotton,45,225,GOTS,11.88,791,18,0.59,Not Returned,,Good
ORD-010348,2024-03-01,"New Zealand, Wellington",CUST-10348,46,Medical illustrator,Male,Dress,CAT-03,DR-9534,Dress Style,5,Recycled Polyester,115,575,GOTS,14.22,1716,41,0.71,Not Returned,,Excellent
ORD-010349,2023-09-28,"USA, Berkeley",CUST-10349,31,Careers adviser,Male,Shoes,CAT-05,SHO-6676,Shoes Classic,2,Hemp,185,370,Fair Trade,9.33,1569,59,0.47,Not Returned,,Good
ORD-010350,2023-07-07,"Norway, Bergen",CUST-10350,42,Geographical information systems officer,Female,Pants,CAT-02,PA-7133,Pants Eco,4,Recycled Polyester,70,280,Fair Trade,4.87,2028,30,0.24,Not Returned,,Excellent
ORD-010351,2024-07-01,"Norway, Oslo",CUST-10351,41,Ambulance person,Male,Dress,CAT-03,DR-8219,Dress Green,1,Hemp,130,130,OEKO-TEX,12.46,1115,29,0.62,Not Returned,,Poor
ORD-010352,2024-04-09,"USA, Burlington",CUST-10352,39,Environmental consultant,Female,Dress,CAT-03,DR-6581,Dress Green,3,Organic Cotton,115,345,Fair Trade,9.61,1216,28,0.48,Not Returned,,Excellent
ORD-010353,2024-05-06,"Sweden, Stockholm",CUST-10353,29,Futures trader,Female,Jacket,CAT-04,JA-8282,Jacket Classic,1,Hemp,240,240,GOTS,9.54,2108,94,0.48,Returned,Defective,Good
ORD-010354,2023-11-26,"USA, Burlington",CUST-10354,42,"Therapist, horticultural",Female,Bag,CAT-06,BA-5599,Bag Classic,2,Organic Cotton,105,210,GOTS,10.4,1508,49,0.52,Not Returned,,Excellent
ORD-010355,2024-01-09,"USA, Berkeley",CUST-10355,34,Industrial buyer,Female,Shoes,CAT-05,SHO-1810,Shoes Style,3,Recycled Polyester,150,450,OEKO-TEX,3.11,1119,62,0.16,Not Returned,,Poor
ORD-010356,2025-01-22,"New Zealand, Wellington",CUST-10356,20,Communications engineer,Male,Bag,CAT-06,BA-7924,Bag Eco,4,Organic Cotton,105,420,GOTS,11.46,2473,77,0.57,Not Returned,,Average
ORD-010357,2023-08-22,"USA, San Francisco",CUST-10357,30,Company secretary,Male,Shirt,CAT-01,SHI-3506,Shirt Eco,2,Organic Cotton,50,100,Fair Trade,3.6,901,51,0.18,Returned,Defective,Good
ORD-010358,2024-07-05,"Netherlands, Amsterdam",CUST-10358,48,Chiropodist,Female,Shoes,CAT-05,SHO-4954,Shoes Eco,3,Bamboo,145,435,OEKO-TEX,14.31,583,65,0.72,Not Returned,,Excellent
ORD-010359,2025-01-25,"USA, Boulder",CUST-10359,24,Stage manager,Male,Bag,CAT-06,BA-1827,Bag Eco,3,Hemp,130,390,Fair Trade,13.42,1792,53,0.67,Not Returned,,Excellent
ORD-010360,2023-12-19,"Australia, Melbourne",CUST-10360,33,Personal assistant,Male,Pants,CAT-02,PA-7318,Pants Classic,3,Bamboo,80,240,Fair Trade,7.12,2638,66,0.36,Returned,Wrong Size,Good
ORD-010361,2024-07-26,"Canada, Vancouver",CUST-10361,25,Further education lecturer,Male,Shirt,CAT-01,SHI-6383,Shirt Green,4,Hemp,55,220,Fair Trade,4.18,1960,76,0.21,Not Returned,,Excellent
ORD-010362,2024-03-01,"Canada, Victoria",CUST-10362,29,Electrical engineer,Male,Shoes,CAT-05,SHO-6053,Shoes Eco,3,Bamboo,145,435,GOTS,11.6,811,53,0.58,Not Returned,,Excellent
ORD-010363,2024-01-05,"Canada, Victoria",CUST-10363,25,"Engineer, drilling",Female,Pants,CAT-02,PA-3997,Pants Eco,3,Linen,95,285,B Corp,5.79,958,22,0.29,Not Returned,,Average
ORD-010364,2024-11-10,"Germany, Berlin",CUST-10364,30,Armed forces logistics/support/administrative officer,Male,Dress,CAT-03,DR-9973,Dress Green,4,Bamboo,115,460,None,3.16,2017,45,0.16,Returned,Other,Good
ORD-010365,2023-11-03,"USA, Berkeley",CUST-10365,53,Neurosurgeon,Other,Shoes,CAT-05,SHO-3286,Shoes Green,4,Organic Cotton,150,600,OEKO-TEX,12.12,1495,88,0.61,Not Returned,,Excellent
ORD-010366,2023-12-17,"Netherlands, Amsterdam",CUST-10366,38,Biomedical scientist,Female,Dress,CAT-03,DR-8017,Dress Eco,5,Organic Cotton,130,650,Fair Trade,3.46,2068,73,0.17,Not Returned,,Poor
ORD-010367,2024-12-30,"Canada, Victoria",CUST-10367,51,Futures trader,Male,Shoes,CAT-05,SHO-1127,Shoes Green,1,Organic Cotton,170,170,None,5.03,560,31,0.25,Not Returned,,Excellent
ORD-010368,2024-06-26,"Canada, Vancouver",CUST-10368,46,Clinical psychologist,Female,Shirt,CAT-01,SHI-6738,Shirt Eco,4,Hemp,60,240,B Corp,14.17,1262,63,0.71,Not Returned,,Average
ORD-010369,2024-06-07,"Germany, Freiburg",CUST-10369,48,Horticultural consultant,Male,Shoes,CAT-05,SHO-3309,Shoes Style,5,Hemp,195,975,B Corp,8.14,1851,24,0.41,Not Returned,,Average
ORD-010370,2024-09-08,"USA, Burlington",CUST-10370,25,Data processing manager,Other,Jacket,CAT-04,JA-1212,Jacket Style,5,Recycled Polyester,200,1000,Fair Trade,12.71,1739,58,0.64,Not Returned,,Excellent
ORD-010371,2025-02-13,"Norway, Bergen",CUST-10371,21,"Nurse, learning disability",Other,Shoes,CAT-05,SHO-7129,Shoes Style,3,Recycled Polyester,140,420,GOTS,8.14,1317,11,0.41,Not Returned,,Good
ORD-010372,2023-10-31,"Sweden, Stockholm",CUST-10372,27,Sales promotion account executive,Male,Shirt,CAT-01,SHI-3603,Shirt Style,3,Hemp,65,195,None,8.19,1097,40,0.41,Not Returned,,Poor
ORD-010373,2024-01-04,"USA, Burlington",CUST-10373,33,Chief Technology Officer,Male,Jacket,CAT-04,JA-8972,Jacket Style,2,Linen,220,440,GOTS,2.3,955,93,0.11,Not Returned,,Excellent
ORD-010374,2024-12-31,"Norway, Oslo",CUST-10374,27,Arts administrator,Female,Bag,CAT-06,BA-4088,Bag Green,4,Bamboo,110,440,Fair Trade,6.19,550,90,0.31,Not Returned,,Excellent
ORD-010375,2023-04-30,"Canada, Victoria",CUST-10375,48,Accommodation manager,Male,Jacket,CAT-04,JA-8947,Jacket Style,1,Recycled Polyester,185,185,None,9.8,1938,27,0.49,Not Returned,,Excellent
ORD-010376,2023-04-22,"USA, Santa Cruz",CUST-10376,46,Aid worker,Female,Pants,CAT-02,PA-6812,Pants Eco,2,Recycled Polyester,70,140,Fair Trade,8.37,1219,39,0.42,Not Returned,,Good
ORD-010377,2023-10-10,"Sweden, Stockholm",CUST-10377,44,Research scientist (maths),Female,Shoes,CAT-05,SHO-1715,Shoes Style,2,Recycled Polyester,130,260,OEKO-TEX,5.63,712,18,0.28,Not Returned,,Good
ORD-010378,2023-08-21,"Germany, Freiburg",CUST-10378,40,Health and safety adviser,Male,Shirt,CAT-01,SHI-4503,Shirt Classic,1,Hemp,55,55,GOTS,6.46,2335,26,0.32,Returned,Wrong Size,Average
ORD-010379,2024-11-05,"USA, Berkeley",CUST-10379,23,Surgeon,Female,Shoes,CAT-05,SHO-5816,Shoes Eco,1,Bamboo,155,155,OEKO-TEX,7.43,1483,32,0.37,Not Returned,,Excellent
ORD-010380,2024-04-28,"Canada, Victoria",CUST-10380,24,Oceanographer,Female,Jacket,CAT-04,JA-3137,Jacket Classic,4,Bamboo,200,800,Fair Trade,4.41,2158,30,0.22,Not Returned,,Good
ORD-010381,2025-03-29,"Germany, Berlin",CUST-10381,28,"Teacher, secondary school",Female,Jacket,CAT-04,JA-3670,Jacket Eco,1,Organic Cotton,220,220,OEKO-TEX,3.55,2913,90,0.18,Not Returned,,Average
ORD-010382,2024-05-14,"Norway, Oslo",CUST-10382,48,Financial risk analyst,Female,Pants,CAT-02,PA-9347,Pants Eco,1,Organic Cotton,80,80,GOTS,5.96,2018,60,0.3,Not Returned,,Good
ORD-010383,2023-04-20,"USA, Boulder",CUST-10383,36,General practice doctor,Male,Jacket,CAT-04,JA-5863,Jacket Classic,1,Recycled Polyester,195,195,GOTS,2.02,1742,83,0.1,Not Returned,,Excellent
ORD-010384,2023-09-02,"Germany, Berlin",CUST-10384,34,Microbiologist,Male,Jacket,CAT-04,JA-3270,Jacket Style,5,Linen,250,1250,None,4.75,1057,27,0.24,Returned,Wrong Size,Average
ORD-010385,2025-03-15,"Canada, Vancouver",CUST-10385,48,"Production assistant, radio",Female,Shoes,CAT-05,SHO-2174,Shoes Classic,4,Linen,175,700,GOTS,10.24,958,55,0.51,Not Returned,,Excellent
ORD-010386,2023-07-03,"Canada, Vancouver",CUST-10386,42,Office manager,Female,Shirt,CAT-01,SHI-2352,Shirt Green,4,Recycled Polyester,50,200,Fair Trade,14.23,2821,50,0.71,Not Returned,,Excellent
ORD-010387,2023-06-18,"USA, Portland",CUST-10387,48,"Restaurant manager, fast food",Male,Pants,CAT-02,PA-7012,Pants Classic,3,Recycled Polyester,80,240,Fair Trade,14.14,1779,76,0.71,Not Returned,,Poor
ORD-010388,2023-04-13,"New Zealand, Wellington",CUST-10388,55,Barrister's clerk,Female,Dress,CAT-03,DR-3699,Dress Style,5,Hemp,135,675,Fair Trade,5.16,1368,83,0.26,Returned,Wrong Size,Good
ORD-010389,2024-10-20,"USA, San Francisco",CUST-10389,29,Financial trader,Female,Shoes,CAT-05,SHO-5268,Shoes Green,3,Linen,160,480,GOTS,6.86,2870,43,0.34,Returned,Other,Excellent
ORD-010390,2024-03-25,"Australia, Melbourne",CUST-10390,20,"Secretary, company",Female,Bag,CAT-06,BA-2710,Bag Green,4,Organic Cotton,105,420,Fair Trade,2.92,2370,14,0.15,Not Returned,,Good
ORD-010391,2024-10-10,"USA, Burlington",CUST-10391,27,Social worker,Male,Shoes,CAT-05,SHO-2387,Shoes Green,4,Hemp,195,780,GOTS,7.18,1076,49,0.36,Not Returned,,Good
ORD-010392,2023-04-21,"Netherlands, Amsterdam",CUST-10392,25,Medical illustrator,Male,Pants,CAT-02,PA-6082,Pants Classic,2,Organic Cotton,75,150,Fair Trade,10.92,842,76,0.55,Returned,Wrong Size,Good
ORD-010393,2023-08-05,"USA, Berkeley",CUST-10393,41,"Designer, blown glass/stained glass",Female,Shoes,CAT-05,SHO-4088,Shoes Classic,5,Organic Cotton,160,800,OEKO-TEX,9.4,1325,16,0.47,Returned,Not as Expected,Average
ORD-010394,2024-03-08,"Netherlands, Amsterdam",CUST-10394,31,Diplomatic Services operational officer,Other,Dress,CAT-03,DR-3783,Dress Eco,2,Bamboo,130,260,Fair Trade,6.49,2490,57,0.32,Not Returned,,Average
ORD-010395,2025-01-19,"USA, Berkeley",CUST-10395,39,Musician,Female,Dress,CAT-03,DR-1864,Dress Classic,3,Recycled Polyester,100,300,OEKO-TEX,9.76,761,82,0.49,Not Returned,,Good
ORD-010396,2024-08-14,"Sweden, Stockholm",CUST-10396,28,Database administrator,Female,Pants,CAT-02,PA-2979,Pants Green,4,Linen,95,380,GOTS,7.77,2002,50,0.39,Not Returned,,Excellent
ORD-010397,2024-10-14,"USA, Seattle",CUST-10397,42,Careers adviser,Female,Shirt,CAT-01,SHI-5699,Shirt Green,5,Organic Cotton,50,250,GOTS,6.62,2934,66,0.33,Not Returned,,Good
ORD-010398,2024-11-26,"USA, Portland",CUST-10398,21,"Scientist, biomedical",Male,Dress,CAT-03,DR-3932,Dress Eco,2,Organic Cotton,125,250,OEKO-TEX,7.27,1248,32,0.36,Returned,Other,Poor
ORD-010399,2024-05-09,"USA, Boulder",CUST-10399,35,"Production assistant, television",Female,Shirt,CAT-01,SHI-8703,Shirt Green,5,Bamboo,55,275,GOTS,4.54,1560,30,0.23,Not Returned,,Average
ORD-010400,2023-10-14,"Netherlands, Amsterdam",CUST-10400,28,"Accountant, chartered public finance",Male,Jacket,CAT-04,JA-2012,Jacket Green,1,Recycled Polyester,180,180,OEKO-TEX,13.84,1247,59,0.69,Not Returned,,Average
ORD-010401,2023-12-07,"USA, Portland",CUST-10401,23,Hydrogeologist,Male,Dress,CAT-03,DR-8845,Dress Classic,4,Recycled Polyester,100,400,Fair Trade,13.71,2548,52,0.69,Returned,Wrong Size,Excellent
ORD-010402,2023-06-06,"Norway, Oslo",CUST-10402,32,Building surveyor,Male,Jacket,CAT-04,JA-5514,Jacket Classic,2,Hemp,265,530,Fair Trade,6.27,2983,34,0.31,Not Returned,,Average
ORD-010403,2023-10-15,"Germany, Freiburg",CUST-10403,44,"Journalist, magazine",Other,Jacket,CAT-04,JA-4892,Jacket Green,4,Bamboo,230,920,None,11.88,2460,76,0.59,Not Returned,,Good
ORD-010404,2023-12-29,"USA, San Francisco",CUST-10404,29,Chartered accountant,Female,Shirt,CAT-01,SHI-7210,Shirt Style,3,Linen,55,165,GOTS,5.98,541,10,0.3,Not Returned,,Good
ORD-010405,2023-08-22,"USA, Boulder",CUST-10405,50,"Lecturer, higher education",Male,Bag,CAT-06,BA-3924,Bag Eco,3,Hemp,130,390,GOTS,9.72,1198,77,0.49,Not Returned,,Average
ORD-010406,2024-03-08,"Canada, Vancouver",CUST-10406,48,Early years teacher,Male,Bag,CAT-06,BA-8930,Bag Eco,5,Bamboo,110,550,Fair Trade,4.6,2536,33,0.23,Not Returned,,Excellent
ORD-010407,2023-12-25,"Australia, Melbourne",CUST-10407,40,Landscape architect,Female,Pants,CAT-02,PA-3646,Pants Classic,2,Recycled Polyester,80,160,GOTS,12.54,2487,67,0.63,Not Returned,,Average
ORD-010408,2023-09-18,"Canada, Victoria",CUST-10408,40,"Solicitor, Scotland",Female,Dress,CAT-03,DR-1953,Dress Eco,3,Linen,140,420,GOTS,9.41,2805,67,0.47,Not Returned,,Excellent
ORD-010409,2024-04-22,"Netherlands, Amsterdam",CUST-10409,29,Arts development officer,Male,Pants,CAT-02,PA-2302,Pants Classic,4,Linen,95,380,GOTS,7.66,2164,40,0.38,Not Returned,,Excellent
ORD-010410,2023-04-23,"USA, San Francisco",CUST-10410,37,Air cabin crew,Male,Bag,CAT-06,BA-5456,Bag Green,5,Bamboo,100,500,GOTS,12.3,2146,100,0.62,Not Returned,,Average
ORD-010411,2025-02-22,"Australia, Melbourne",CUST-10411,50,Management consultant,Female,Shirt,CAT-01,SHI-2109,Shirt Classic,4,Bamboo,55,220,OEKO-TEX,7.29,1823,18,0.36,Not Returned,,Excellent
ORD-010412,2024-03-04,"USA, San Francisco",CUST-10412,45,Advertising art director,Female,Jacket,CAT-04,JA-3192,Jacket Green,4,Hemp,240,960,GOTS,5.14,991,98,0.26,Not Returned,,Average
ORD-010413,2024-08-03,"Netherlands, Amsterdam",CUST-10413,20,"Research officer, trade union",Female,Dress,CAT-03,DR-9065,Dress Style,1,Hemp,130,130,B Corp,3.21,2185,86,0.16,Returned,Other,Good
ORD-010414,2024-05-23,"USA, Portland",CUST-10414,29,Systems developer,Female,Shirt,CAT-01,SHI-7484,Shirt Classic,1,Linen,50,50,Fair Trade,2.63,2622,24,0.13,Not Returned,,Good
ORD-010415,2024-02-01,"USA, Portland",CUST-10415,38,Broadcast journalist,Female,Dress,CAT-03,DR-6917,Dress Style,5,Organic Cotton,130,650,B Corp,2.92,648,25,0.15,Not Returned,,Excellent
ORD-010416,2024-06-03,"USA, Burlington",CUST-10416,42,Teaching laboratory technician,Other,Pants,CAT-02,PA-2386,Pants Style,1,Recycled Polyester,70,70,Fair Trade,8.2,1532,36,0.41,Not Returned,,Excellent
ORD-010417,2023-12-07,"USA, Seattle",CUST-10417,26,Osteopath,Other,Bag,CAT-06,BA-6490,Bag Eco,5,Linen,110,550,B Corp,5.97,2711,82,0.3,Returned,Not as Expected,Average
ORD-010418,2025-02-01,"Canada, Victoria",CUST-10418,40,"Administrator, arts",Male,Pants,CAT-02,PA-2285,Pants Style,2,Bamboo,90,180,B Corp,7.8,2578,74,0.39,Not Returned,,Good
ORD-010419,2024-10-02,"USA, San Francisco",CUST-10419,54,"Nurse, learning disability",Male,Pants,CAT-02,PA-7093,Pants Style,1,Recycled Polyester,70,70,OEKO-TEX,12.95,2466,97,0.65,Not Returned,,Good
ORD-010420,2023-06-06,"USA, San Francisco",CUST-10420,42,"Development worker, community",Female,Pants,CAT-02,PA-1619,Pants Green,3,Linen,100,300,OEKO-TEX,3.41,1166,24,0.17,Not Returned,,Excellent
ORD-010421,2024-11-01,"USA, Burlington",CUST-10421,24,Clothing/textile technologist,Male,Bag,CAT-06,BA-9526,Bag Eco,2,Linen,115,230,GOTS,6.46,2521,93,0.32,Not Returned,,Excellent
ORD-010422,2024-12-27,"USA, Seattle",CUST-10422,20,Occupational psychologist,Female,Bag,CAT-06,BA-2675,Bag Style,5,Recycled Polyester,95,475,Fair Trade,13.14,808,70,0.66,Returned,Defective,Excellent
ORD-010423,2023-09-03,"Canada, Vancouver",CUST-10423,26,Retail manager,Male,Pants,CAT-02,PA-5740,Pants Style,4,Hemp,95,380,OEKO-TEX,12.52,1628,22,0.63,Not Returned,,Excellent
ORD-010424,2025-03-02,"Netherlands, Amsterdam",CUST-10424,54,Sports development officer,Female,Jacket,CAT-04,JA-5288,Jacket Classic,2,Bamboo,235,470,B Corp,2.58,1990,37,0.13,Not Returned,,Good
ORD-010425,2024-08-26,"Canada, Victoria",CUST-10425,55,"Designer, fashion/clothing",Female,Dress,CAT-03,DR-3794,Dress Style,1,Organic Cotton,130,130,Fair Trade,9.96,877,63,0.5,Not Returned,,Excellent
ORD-010426,2024-02-04,"USA, Seattle",CUST-10426,41,"Runner, broadcasting/film/video",Female,Shoes,CAT-05,SHO-4316,Shoes Eco,4,Recycled Polyester,135,540,B Corp,8.86,1024,58,0.44,Not Returned,,Excellent
ORD-010427,2024-10-03,"New Zealand, Wellington",CUST-10427,46,Insurance account manager,Male,Dress,CAT-03,DR-5833,Dress Classic,5,Recycled Polyester,115,575,B Corp,10.91,2374,80,0.55,Not Returned,,Good
ORD-010428,2023-08-21,"USA, Seattle",CUST-10428,34,Radio broadcast assistant,Male,Shirt,CAT-01,SHI-2923,Shirt Style,4,Hemp,65,260,B Corp,8.1,1285,99,0.41,Not Returned,,Excellent
ORD-010429,2024-07-10,"Canada, Victoria",CUST-10429,32,"Surveyor, land/geomatics",Female,Dress,CAT-03,DR-5920,Dress Green,2,Bamboo,130,260,OEKO-TEX,14.09,621,76,0.7,Not Returned,,Excellent
ORD-010430,2024-02-23,"Canada, Vancouver",CUST-10430,34,Public house manager,Male,Shirt,CAT-01,SHI-2091,Shirt Green,3,Organic Cotton,50,150,GOTS,10.81,2647,25,0.54,Returned,Other,Excellent
ORD-010431,2023-05-30,"Germany, Berlin",CUST-10431,25,Museum/gallery curator,Female,Shoes,CAT-05,SHO-4426,Shoes Style,1,Hemp,190,190,B Corp,14.03,1519,29,0.7,Returned,Not as Expected,Average
ORD-010432,2023-10-14,"Netherlands, Amsterdam",CUST-10432,44,"Therapist, nutritional",Female,Dress,CAT-03,DR-9394,Dress Green,5,Bamboo,120,600,B Corp,10.1,2825,67,0.51,Not Returned,,Average
ORD-010433,2024-12-09,"USA, Burlington",CUST-10433,26,"Producer, radio",Male,Bag,CAT-06,BA-5707,Bag Style,1,Linen,115,115,GOTS,5.45,643,87,0.27,Not Returned,,Average
ORD-010434,2024-12-10,"New Zealand, Wellington",CUST-10434,25,"Scientist, research (maths)",Female,Jacket,CAT-04,JA-2358,Jacket Style,4,Organic Cotton,200,800,None,3.45,1337,52,0.17,Not Returned,,Excellent
